Symbol,Name,Sector
TGP,Công ty Cổ phần Trường Phú,Công nghiệp
TIE,Công ty Cổ phần TIE,Công nghiệp
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Công nghiệp
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Công nghiệp
VBH,Công ty Cổ phần Điện tử Bình Hòa,Công nghiệp
KIP,Công ty Cổ phần K.I.P Việt Nam,Công nghiệp
VTB,Công ty Cổ phần Viettronics Tân Bình,Công nghiệp
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Công nghiệp
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,Công nghiệp
CAG,Công ty Cổ phần Cảng An Giang,Công nghiệp
ASG,Công ty Cổ phần Tập đoàn ASG,Công nghiệp
HNB,Công ty Cổ phần Bến xe Hà Nội,Công nghiệp
CCT,Công ty Cổ phần Cảng Cần Thơ,Công nghiệp
VSM,Công ty Cổ phần Container Miền Trung,Công nghiệp
CCR,Công ty Cổ phần Cảng Cam Ranh,Công nghiệp
CLL,Công ty Cổ phần Cảng Cát Lái,Công nghiệp
CMP,Công ty Cổ phần Cảng Chân Mây,Công nghiệp
CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân,Công nghiệp
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,Công nghiệp
SGP,Công ty Cổ phần Cảng Sài Gòn,Công nghiệp
DDM,Công ty Cổ phần Hàng hải Đông Đô,Công nghiệp
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,Công nghiệp
DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Công nghiệp
CDN,Công ty Cổ phần Cảng Đà Nẵng,Công nghiệp
DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,Công nghiệp
DSV,Công ty Cổ phần Đường sắt Vĩnh Phú,Công nghiệp
DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Công nghiệp
DXP,Công ty Cổ phần Cảng Đoạn Xá,Công nghiệp
EMS,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,Công nghiệp
GMD,Công ty Cổ phần Gemadept,Công nghiệp
GIC,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công nghiệp
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Công nghiệp
DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Công nghiệp
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Công nghiệp
HCT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Công nghiệp
HHN,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Công nghiệp
HHR,Công ty Cổ phần Đường sắt Hà Hải,Công nghiệp
HLR,Công ty Cổ phần Đường sắt Hà Lạng,Công nghiệp
HMH,Công ty Cổ phần Hải Minh,Công nghiệp
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Công nghiệp
TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Công nghiệp
HTV,Công ty Cổ phần Logistics Vicem,Công nghiệp
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,Công nghiệp
ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Công nghiệp
IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Công nghiệp
MHC,Công ty Cổ phần MHC,Công nghiệp
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Công nghiệp
NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Công nghiệp
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Công nghiệp
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Công nghiệp
PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Công nghiệp
PCT,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam,Công nghiệp
PDN,Công ty Cổ phần Cảng Đồng Nai,Công nghiệp
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Công nghiệp
PHP,Công ty Cổ phần Cảng Hải Phòng,Công nghiệp
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Công nghiệp
PLO,Công ty Cổ phần Kho vận Petec,Công nghiệp
PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Công nghiệp
PRC,Công ty Cổ phần Logistics Portserco,Công nghiệp
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Công nghiệp
PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Công nghiệp
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công nghiệp
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công nghiệp
PTX,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Công nghiệp
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công nghiệp
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,Công nghiệp
PVP,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công nghiệp
QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Công nghiệp
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công nghiệp
RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Công nghiệp
DS3,Công ty Cổ phần DS3,Công nghiệp
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Công nghiệp
SAC,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Công nghiệp
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Công nghiệp
SGS,Công ty Cổ phần Vận tải biển Sài Gòn,Công nghiệp
SHC,Công ty Cổ phần Hàng hải Sài Gòn,Công nghiệp
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Công nghiệp
SSG,Công ty Cổ phần Vận tải Biển Hải Âu,Công nghiệp
STG,Công ty Cổ phần Kho Vận Miền Nam,Công nghiệp
STS,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Công nghiệp
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Công nghiệp
TBH,Công ty Cổ phần Tổng Bách Hóa,Công nghiệp
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Công nghiệp
TCO,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,Công nghiệp
TCW,Công ty Cổ phần Kho Vận Tân Cảng,Công nghiệp
TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Công nghiệp
TMS,Công ty Cổ phần Transimex,Công nghiệp
TNP,Công ty Cổ phần Cảng Thị Nại,Công nghiệp
TOT,Công ty Cổ phần Transimex Logistics,Công nghiệp
TR1,Công ty Cổ phần Vận Tải 1 Traco,Công nghiệp
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Công nghiệp
VFC,Công ty Cổ phần VINAFCO,Công nghiệp
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Công nghiệp
VGP,Công ty Cổ phần Cảng Rau Quả,Công nghiệp
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Công nghiệp
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Công nghiệp
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công nghiệp
VGR,Công ty Cổ phần Cảng xanh VIP,Công nghiệp
VMS,Công ty Cổ phần Phát triển Hàng Hải,Công nghiệp
VNA,Công ty Cổ phần Vận tải biển Vinaship,Công nghiệp
VNF,Công ty Cổ phần Vinafreight,Công nghiệp
VNL,Công ty Cổ phần Logistics Vinalink,Công nghiệp
MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Công nghiệp
VLG,Công ty Cổ phần VIMC Logistics,Công nghiệp
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Công nghiệp
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Công nghiệp
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công nghiệp
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Công nghiệp
VSC,Công ty Cổ phần Container Việt Nam,Công nghiệp
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Công nghiệp
VSG,Công ty Cổ phần Container Phía Nam,Công nghiệp
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Công nghiệp
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công nghiệp
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Công nghiệp
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Công nghiệp
WCS,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp
WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Công nghiệp
CAR,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,Công nghiệp
LPT,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,Công nghiệp
ABR,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,Công nghiệp
AGE,Công ty Cổ phần Môi trường Đô thị An Giang,Công nghiệp
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,Công nghiệp
DTB,Công ty Cổ phần Công trình Đô thị Bảo Lộc,Công nghiệp
BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,Công nghiệp
MBN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,Công nghiệp
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Công nghiệp
BTU,Công ty Cổ phần Công trình Đô thị Bến Tre,Công nghiệp
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,Công nghiệp
CFM,Công ty Cổ phần Đầu tư CFM,Công nghiệp
UDL,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Công nghiệp
DNE,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Công nghiệp
DUS,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,Công nghiệp
MCD,Công ty Cổ phần Môi trường và Công trình Đô thị Đông Hà,Công nghiệp
MTV,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Công nghiệp
HEC,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,Công nghiệp
HEP,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Công nghiệp
HSA,Công ty Cổ phần HESTIA,Công nghiệp
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Công nghiệp
IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Công nghiệp
AMS,Công ty Cổ phần Cơ khí Xây dựng AMECC,Công nghiệp
MDA,Công ty Cổ phần Môi trường Đô thị Đông Anh,Công nghiệp
MLC,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Công nghiệp
MPY,Công ty Cổ phần Môi trường đô thị Phú Yên,Công nghiệp
MQB,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Công nghiệp
MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Công nghiệp
MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Công nghiệp
NAU,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công nghiệp
MND,Công ty Cổ phần Môi trường Nam Định,Công nghiệp
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Công nghiệp
PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,Công nghiệp
PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công nghiệp
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Công nghiệp
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Công nghiệp
QNU,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Công nghiệp
SDA,Công ty Cổ phần SIMCO Sông Đà,Công nghiệp
SDC,Công ty Cổ phần Tư vấn Sông Đà,Công nghiệp
SDV,Công ty Cổ phần Dịch vụ Sonadezi,Công nghiệp
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Công nghiệp
SZE,Công ty Cổ phần Môi trường Sonadezi,Công nghiệp
MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Công nghiệp
THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Công nghiệp
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Công nghiệp
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Công nghiệp
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Công nghiệp
UCT,Công ty Cổ phần Đô thị Cần Thơ,Công nghiệp
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công nghiệp
VCM,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,Công nghiệp
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Công nghiệp
TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Công nghiệp
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công nghiệp
MTS,Công ty Cổ phần Vật tư - TKV,Công nghiệp
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Công nghiệp
VQC,Công ty Cổ phần Giám định Vinaconmin,Công nghiệp
VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Công nghiệp
APH,Công ty Cổ phần Tập đoàn An Phát Holdings,Công nghiệp
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Công nghiệp
BBH,Công ty Cổ phần Bao bì Hoàng Thạch,Công nghiệp
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Công nghiệp
BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Công nghiệp
BTG,Công ty Cổ phần Bao bì Tiền Giang,Công nghiệp
BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng,Công nghiệp
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Công nghiệp
HBD,Công ty Cổ phần Bao bì PP Bình Dương,Công nghiệp
HDO,Công ty Cổ phần Hưng Đạo Container,Công nghiệp
HPB,Công ty Cổ phần Bao bì PP,Công nghiệp
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Công nghiệp
ILS,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,Công nghiệp
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Công nghiệp
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Công nghiệp
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Công nghiệp
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công nghiệp
PBT,Công ty Cổ Phần Nhà và Thương mại Dầu khí,Công nghiệp
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Công nghiệp
SDG,Công ty Cổ phần Sadico Cần Thơ,Công nghiệp
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Công nghiệp
SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Công nghiệp
SVI,Công ty Cổ phần Bao bì Biên Hòa,Công nghiệp
TKA,Công ty Cổ phần Bao bì Tân Khánh An,Công nghiệp
TB8,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,Công nghiệp
TDP,Công ty Cổ phần Thuận Đức,Công nghiệp
TPP,Công ty Cổ phần Tân Phú Việt Nam,Công nghiệp
TTP,Công ty Cổ phần Bao bì Nhựa Tân Tiến,Công nghiệp
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Công nghiệp
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công nghiệp
NO1,Công ty Cổ phần Tâp đoàn 911,Công nghiệp
CKA,Công ty Cổ phần Cơ khí An Giang,Công nghiệp
APL,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,Công nghiệp
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,Công nghiệp
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,Công nghiệp
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,Công nghiệp
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Công nghiệp
CTT,Công ty Cổ phần Chế tạo máy Vinacomin,Công nghiệp
DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Công nghiệp
DZM,Công ty Cổ phần Cơ điện Dzĩ An,Công nghiệp
FSO,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,Công nghiệp
FBC,Công ty Cổ phần Cơ khí Phổ Yên,Công nghiệp
FT1,Công ty Cổ phần Phụ tùng máy số 1,Công nghiệp
GMA,Công ty Cổ phần G-Automobile,Công nghiệp
IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công nghiệp
ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Công nghiệp
L10,Công ty Cổ phần Lilama 10,Công nghiệp
L35,Công ty Cổ phần Cơ khí Lắp máy Lilama,Công nghiệp
L43,Công ty Cổ phần Lilama 45.3,Công nghiệp
L44,Công ty Cổ phần Lilama 45.4,Công nghiệp
L61,Công ty Cổ phần Lilama 69-1,Công nghiệp
L62,Công ty Cổ phần Lilama 69 - 2,Công nghiệp
L63,Công ty Cổ phần Lilama 69-3,Công nghiệp
LMI,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Công nghiệp
LQN,Công ty Cổ phần Licogi Quảng Ngãi,Công nghiệp
LLM,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Công nghiệp
LM7,Công ty Cổ phần Lilama 7,Công nghiệp
LO5,Công ty Cổ phần Lilama 5,Công nghiệp
MAC,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Công nghiệp
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp
PEC,Công ty Cổ phần Cơ khí Điện lực,Công nghiệp
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Công nghiệp
REE,Công ty Cổ phần Cơ điện Lạnh,Công nghiệp
SAL,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Công nghiệp
SCO,Công ty Cổ phần Công nghiệp Thủy sản,Công nghiệp
SCY,Công ty Cổ phần Đóng tàu Sông Cấm,Công nghiệp
SDK,Công ty Cổ phần Cơ khí Luyện Kim,Công nghiệp
SRF,Công ty Cổ phần Searefico,Công nghiệp
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Công nghiệp
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Công nghiệp
